URL,Title,Author,Year Published,Provider,Views,Genre,Cover
https://raw.githubusercontent.com/colbychambers25/immersive-ebook/txt-file-books/The_War_of_the_Worlds,The War of the Worlds,H.G. Wells,1897,github,0,Sci-Fi,ereadpngs/warofworldscover.jpg
https://raw.githubusercontent.com/colbychambers25/immersive-ebook/txt-file-books/Treasure_island,Treasure Island,Robert Louis Stevenson,1883,github,0,Fantasy,ereadpngs/treasurecover.jpg
https://raw.githubusercontent.com/colbychambers25/immersive-ebook/txt-file-books/Micromegas,Micromegas,Voltaire,1852,github,0,Sci-Fi,ereadpngs/blankcover.jpg
https://raw.githubusercontent.com/colbychambers25/immersive-ebook/txt-file-books/the_raven,The Raven,Edgar Allen Poe,1845,github,0,Horror,ereadpngs/ravencover.jpg
https://raw.githubusercontent.com/colbychambers25/immersive-ebook/txt-file-books/A_little_journey.txt,A Little Journey,Ray Bradbury,1951,github,0,Sci-Fi,ereadpngs/littlejourney.jpg
https://raw.githubusercontent.com/colbychambers25/immersive-ebook/main/drifting_towards_purpose.txt,Drifting Towards Purpose,Colby Chambers,2020,github,0,Sci-Fi,ereadpngs/blankcover.jpg
https://raw.githubusercontent.com/colbychambers25/immersive-ebook/txt-file-books/great_gatsby,The Great Gatsby,F. Scott Fitzgerald,1925,github,0,Historical Fiction,ereadpngs/gatsbycover.jpg
